"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"3611",NA,1,44051820,"Bacitracin 250 UNT/MG / Cysteine 2 MG/MG / Glycine 10 MG/MG / Neomycin 3300 UNT/MG / Threonine 1 MG/MG Topical Powder [Cicatrin] by Glaxosmithkline",2,10,1,NA,NA,NA,NA,NA,NA
"3612",NA,246,44052310,"Parietaria officinalis extract 246 MG/MG",246,NA,NA,NA,NA,NA,NA,NA,NA
"3613",NA,94.7,44052311,"Parietaria officinalis extract 94.7 MG/MG",94.7,NA,NA,NA,NA,NA,NA,NA,NA
"3614",NA,1.85,44052333,"Ascorbic Acid 1.85 MG/MG",1.85,NA,NA,NA,NA,NA,NA,NA,NA
"3615",NA,505,44052335,"Ascorbic Acid 505 MG/MG",505,NA,NA,NA,NA,NA,NA,NA,NA
"3616",NA,2.3,44052336,"Ascorbic Acid 2.3 MG/MG",2.3,NA,NA,NA,NA,NA,NA,NA,NA
"3617",NA,2,44052352,"Riboflavin 2 MG/MG",2,NA,NA,NA,NA,NA,NA,NA,NA
"3618",NA,132,44052386,"VIBURNUM OPULUS ROOT 132 MG/MG",132,NA,NA,NA,NA,NA,NA,NA,NA
"3619",NA,50,44052432,"Thymol 50 MG/MG",50,NA,NA,NA,NA,NA,NA,NA,NA
"3620",NA,350,44052542,"Sodium Bicarbonate 350 MG/MG",350,NA,NA,NA,NA,NA,NA,NA,NA
"3621",NA,200,44052587,"Saw palmetto extract 200 MG/MG",200,NA,NA,NA,NA,NA,NA,NA,NA
"3622",NA,13.3,44052644,"Prunus cerasifera flower extract 13.3 MG/MG",13.3,NA,NA,NA,NA,NA,NA,NA,NA
"3623",NA,12.4,44052668,"Dibasic potassium phosphate 12.4 MG/MG",12.4,NA,NA,NA,NA,NA,NA,NA,NA
"3624",NA,2,44052669,"potassium phosphate 2 MG/MG",2,NA,NA,NA,NA,NA,NA,NA,NA
"3625",NA,33,44052707,"potassium carbonate 33 MG/MG",33,NA,NA,NA,NA,NA,NA,NA,NA
"3626",NA,15,44052711,"potassium bicarbonate 15 MG/MG",15,NA,NA,NA,NA,NA,NA,NA,NA
"3627",NA,31.1,44052716,"Potassium 31.1 MG/MG",31.1,NA,NA,NA,NA,NA,NA,NA,NA
"3628",NA,200,44052717,"Populus tremuloides bark extract 200 MG/MG",200,NA,NA,NA,NA,NA,NA,NA,NA
"3629",NA,1000,44052721,"POLYETHYLENE GLYCOL 3350 1000 MG/MG",1000,NA,NA,NA,NA,NA,NA,NA,NA
"3630",NA,26.4,44052735,"Piperonyl Butoxide 26.4 MG/MG",26.4,NA,NA,NA,NA,NA,NA,NA,NA
"3631",NA,500,44052736,"piperazine 500 MG/MG",500,NA,NA,NA,NA,NA,NA,NA,NA
"3632",NA,6.14,44052747,"Phosphorus 6.14 MG/MG",6.14,NA,NA,NA,NA,NA,NA,NA,NA
"3633",NA,4.26,44052764,"Pheniramine 4.26 MG/MG",4.26,NA,NA,NA,NA,NA,NA,NA,NA
"3634",NA,334,44052767,"Petroleum distillate 334 MG/MG",334,NA,NA,NA,NA,NA,NA,NA,NA
"3635",NA,52.9,44052774,"Parsley extract 52.9 MG/MG",52.9,NA,NA,NA,NA,NA,NA,NA,NA
"3636",NA,132,44052775,"Parsley extract 132 MG/MG",132,NA,NA,NA,NA,NA,NA,NA,NA
"3637",NA,270,44052783,"Paeonia officinalis whole extract 270 MG/MG",270,NA,NA,NA,NA,NA,NA,NA,NA
"3638",NA,1.34,44052807,"mustard oil 1.34 MG/MG",1.34,NA,NA,NA,NA,NA,NA,NA,NA
"3639",NA,1.87,44052808,"mustard oil 1.87 MG/MG",1.87,NA,NA,NA,NA,NA,NA,NA,NA
"3640",NA,6.01,44052810,"Melaleuca cajuputi leaf oil 6.01 MG/MG",6.01,NA,NA,NA,NA,NA,NA,NA,NA
"3641",NA,120,44052820,"Ocimum basilicum whole extract 120 MG/MG",120,NA,NA,NA,NA,NA,NA,NA,NA
"3642",NA,20,44052862,"Mineral Oil 20 MG/MG",20,NA,NA,NA,NA,NA,NA,NA,NA
"3643",NA,15,44052865,"Milk thistle extract 15 MG/MG",15,NA,NA,NA,NA,NA,NA,NA,NA
"3644",NA,120,44052887,"Ilex paraguariensis leaf extract 120 MG/MG",120,NA,NA,NA,NA,NA,NA,NA,NA
"3645",NA,8,44052926,"Magnesium Chloride 8 MG/MG",8,NA,NA,NA,NA,NA,NA,NA,NA
"3646",NA,28.6,44052928,"magnesium carbonate 28.6 MG/MG",28.6,NA,NA,NA,NA,NA,NA,NA,NA
"3647",NA,419,44052977,"Kaolin 419 MG/MG",419,NA,NA,NA,NA,NA,NA,NA,NA
"3648",NA,100,44053019,"Ilex aquifolium leaf extract 100 MG/MG",100,NA,NA,NA,NA,NA,NA,NA,NA
"3649",NA,160,44053043,"Hawthorn preparation 160 MG/MG",160,NA,NA,NA,NA,NA,NA,NA,NA
"3650",NA,1000,44053047,"Halothane 1000 MG/MG",1000,NA,NA,NA,NA,NA,NA,NA,NA
"3651",NA,120,44053059,"Goats Beard'S Herb 120 MG/MG",120,NA,NA,NA,NA,NA,NA,NA,NA
"3652",NA,300,44053145,"Eupatorium cannabinum extract 300 MG/MG",300,NA,NA,NA,NA,NA,NA,NA,NA
"3653",NA,6,44053158,"Eucalyptol 6 MG/MG",6,NA,NA,NA,NA,NA,NA,NA,NA
"3654",NA,300,44053171,"Ephedra sinica root extract 300 MG/MG",300,NA,NA,NA,NA,NA,NA,NA,NA
"3655",NA,6.67,44053343,"Choline 6.67 MG/MG",6.67,NA,NA,NA,NA,NA,NA,NA,NA
"3656",NA,7.5,44053370,"cetrimonium 7.5 MG/MG",7.5,NA,NA,NA,NA,NA,NA,NA,NA
"3657",NA,3.3,44053427,"pantothenate 3.3 MG/MG",3.3,NA,NA,NA,NA,NA,NA,NA,NA
"3658",NA,33.3,44053434,"Calcium Carbonate 33.3 MG/MG",33.3,NA,NA,NA,NA,NA,NA,NA,NA
"3659",NA,4.07,44053438,"Calcium Carbonate 4.07 MG/MG",4.07,NA,NA,NA,NA,NA,NA,NA,NA
"3660",NA,96.2,44053439,"Calcium Carbonate 96.2 MG/MG",96.2,NA,NA,NA,NA,NA,NA,NA,NA
"3661",NA,7.27,44053441,"Calcium Carbonate 7.27 MG/MG",7.27,NA,NA,NA,NA,NA,NA,NA,NA
"3662",NA,773,44053447,"Calcium ascorbate 773 MG/MG",773,NA,NA,NA,NA,NA,NA,NA,NA
"3663",NA,94.3,44053450,"Calcium 94.3 MG/MG",94.3,NA,NA,NA,NA,NA,NA,NA,NA
"3664",NA,8.98,44053453,"Calcium 8.98 MG/MG",8.98,NA,NA,NA,NA,NA,NA,NA,NA
"3665",NA,11.9,44053454,"Calcium 11.9 MG/MG",11.9,NA,NA,NA,NA,NA,NA,NA,NA
"3666",NA,260,44053456,"Calcium 260 MG/MG",260,NA,NA,NA,NA,NA,NA,NA,NA
"3667",NA,167,44053463,"Burdock root extract 167 MG/MG",167,NA,NA,NA,NA,NA,NA,NA,NA
"3668",NA,6.6,44053490,"bioallethrin 6.6 MG/MG",6.6,NA,NA,NA,NA,NA,NA,NA,NA
"3669",NA,400,44053496,"Betula pendula leaf extract 400 MG/MG",400,NA,NA,NA,NA,NA,NA,NA,NA
"3670",NA,5.66,44053541,"Ascorbic Acid 5.66 MG/MG",5.66,NA,NA,NA,NA,NA,NA,NA,NA
"3671",NA,24,44053603,"Allantoin 24 MG/MG",24,NA,NA,NA,NA,NA,NA,NA,NA
"3672",NA,14.1,44053631,"Acetaminophen 14.1 MG/MG",14.1,NA,NA,NA,NA,NA,NA,NA,NA
"3673",NA,21.7,44053632,"Acetaminophen 21.7 MG/MG",21.7,NA,NA,NA,NA,NA,NA,NA,NA
"3674",NA,4,44053774,"terconazole 4 MG/MG [Terazol 7 Cream]",4,NA,NA,NA,NA,NA,NA,NA,NA
"3675",NA,94.3,44053836,"Sodium polystyrene sulfonate 94.3 MG/MG [Solystat]",94.3,NA,NA,NA,NA,NA,NA,NA,NA
"3676",NA,0.44,44053850,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 412 MG/MG [E-Z-Gas 2]",0.44,412,NA,NA,NA,NA,NA,NA,NA
"3677",NA,412,44053850,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 412 MG/MG [E-Z-Gas 2]",0.44,412,NA,NA,NA,NA,NA,NA,NA
"3678",NA,265,44054086,"potassium citrate 265 MG/MG [Polycitra-K]",265,NA,NA,NA,NA,NA,NA,NA,NA
"3679",NA,600,44054104,"Plantago Seed 600 MG/MG [Natural Source Fibre Laxative]",600,NA,NA,NA,NA,NA,NA,NA,NA
"3680",NA,583,44054105,"Plantago Seed 583 MG/MG [Vegacil Fibre Laxative]",583,NA,NA,NA,NA,NA,NA,NA,NA
"3681",NA,586,44054106,"Plantago Seed 586 MG/MG [Metamucil]",586,NA,NA,NA,NA,NA,NA,NA,NA
"3682",NA,283,44054107,"Plantago Seed 283 MG/MG [Vegacil Fibre Laxative]",283,NA,NA,NA,NA,NA,NA,NA,NA
"3683",NA,500,44054113,"piperazine 500 MG/MG [Entacyl]",500,NA,NA,NA,NA,NA,NA,NA,NA
"3684",NA,66.7,44054352,"mesalamine 66.7 MG/MG [Salofalk]",66.7,NA,NA,NA,NA,NA,NA,NA,NA
"3685",NA,2.96,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3686",NA,0.005,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3687",NA,0.0148,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3688",NA,4.33,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3689",NA,2.67,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3690",NA,0.6,44054573,"Gotu Kola Extract 2.67 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG / Iodine 0.0148 MG/MG / Piscidia piscipula root bark extract 2.96 MG/MG / Salicylic Acid 0.6 MG/MG / Thuja occidentalis bark extract 4.33 MG/MG [Vitalgine Stam]",2.67,0.005,0.0148,2.96,0.6,4.33,NA,NA,NA
"3691",NA,1000,44054575,"Halothane 1000 MG/MG [Fluothane]",1000,NA,NA,NA,NA,NA,NA,NA,NA
"3692",NA,4.77,44054946,"corn grain extract 4.77 MG/MG / Lobelia inflata preparation 8.67 MG/MG / Orange Peel extract 4.77 MG/MG [Solution Darva]",4.77,8.67,4.77,NA,NA,NA,NA,NA,NA
"3693",NA,8.67,44054946,"corn grain extract 4.77 MG/MG / Lobelia inflata preparation 8.67 MG/MG / Orange Peel extract 4.77 MG/MG [Solution Darva]",4.77,8.67,4.77,NA,NA,NA,NA,NA,NA
"3694",NA,4.77,44054946,"corn grain extract 4.77 MG/MG / Lobelia inflata preparation 8.67 MG/MG / Orange Peel extract 4.77 MG/MG [Solution Darva]",4.77,8.67,4.77,NA,NA,NA,NA,NA,NA
"3695",NA,0.51,44055010,"Citric Acid 365 MG/MG / Sodium Bicarbonate 0.51 MG/MG [Bromo Seltzer]",365,0.51,NA,NA,NA,NA,NA,NA,NA
"3696",NA,365,44055010,"Citric Acid 365 MG/MG / Sodium Bicarbonate 0.51 MG/MG [Bromo Seltzer]",365,0.51,NA,NA,NA,NA,NA,NA,NA
"3697",NA,83.3,44055012,"Citric Acid 547 MG/MG / gluconate 83.3 MG/MG [Renacidin]",547,83.3,NA,NA,NA,NA,NA,NA,NA
"3698",NA,547,44055012,"Citric Acid 547 MG/MG / gluconate 83.3 MG/MG [Renacidin]",547,83.3,NA,NA,NA,NA,NA,NA,NA
"3699",NA,3.68,44055192,"Calcium Carbonate 0.25 MG/MG / Potassium Iodide 3.68 MG/MG / sodium carbonate 592 MG/MG / Sodium Chloride 0.0964 MG/MG [Sels Mexicain]",0.25,3.68,592,0.0964,NA,NA,NA,NA,NA
"3700",NA,592,44055192,"Calcium Carbonate 0.25 MG/MG / Potassium Iodide 3.68 MG/MG / sodium carbonate 592 MG/MG / Sodium Chloride 0.0964 MG/MG [Sels Mexicain]",0.25,3.68,592,0.0964,NA,NA,NA,NA,NA
"3701",NA,0.0964,44055192,"Calcium Carbonate 0.25 MG/MG / Potassium Iodide 3.68 MG/MG / sodium carbonate 592 MG/MG / Sodium Chloride 0.0964 MG/MG [Sels Mexicain]",0.25,3.68,592,0.0964,NA,NA,NA,NA,NA
"3702",NA,0.25,44055192,"Calcium Carbonate 0.25 MG/MG / Potassium Iodide 3.68 MG/MG / sodium carbonate 592 MG/MG / Sodium Chloride 0.0964 MG/MG [Sels Mexicain]",0.25,3.68,592,0.0964,NA,NA,NA,NA,NA
"3703",NA,1.48,44055204,"Calcium ascorbate 26 MG/MG / potassium citrate 1.48 MG/MG [Dual Mix]",26,1.48,NA,NA,NA,NA,NA,NA,NA
"3704",NA,26,44055204,"Calcium ascorbate 26 MG/MG / potassium citrate 1.48 MG/MG [Dual Mix]",26,1.48,NA,NA,NA,NA,NA,NA,NA
"3705",NA,66.7,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3706",NA,13.3,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3707",NA,167,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3708",NA,133,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3709",NA,100,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3710",NA,133,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3711",NA,133,44055221,"Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... [Globucel-Tea]",133,167,133,13.3,133,100,NA,NA,NA
"3712",NA,0.00981,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3713",NA,0.0981,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3714",NA,1.96,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3715",NA,0.00736,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3716",NA,13.3,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3717",NA,24.5,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3718",NA,0.35,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3719",NA,0.028,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3720",NA,2.94e-05,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3721",NA,0.00144,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3722",NA,0.00981,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3723",NA,0.0883,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3724",NA,0.35,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3725",NA,0.294,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3726",NA,4.91,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3727",NA,0.000736,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3728",NA,0.0491,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3729",NA,0.00834,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3730",NA,1.96,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3731",NA,0.147,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3732",NA,0.000701,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3733",NA,0.00196,44055268,"Biotin 0.00144 MG/MG / Calcium Carbonate 4.91 MG/MG / Choline 0.35 MG/MG / Copper Gluconate 0.00981 MG/MG / Dibasic potassium phosphate 13.3 MG/MG / Ferrous fumarate 0.0883 MG/MG / Folic Acid 0.00196 MG/MG / Inositol 0.35 MG/MG / ... [Twin Pro]",0.00144,4.91,0.35,0.00981,13.3,0.0883,0.00196,0.35,NA
"3734",NA,0.005,44055289,"Ascorbic Acid 0.04 MG/MG / Beta Carotene 833 UNT/MG / Biotin 0.05 MG/MG / CHROMIUM, CHELATED 0.0083 MG/MG / Copper Gluconate 0.33 MG/MG / ferrous gluconate 1.5 MG/MG / Folic Acid 0.13 MG/MG / magnesium carbonate 16.6 MG/MG / ... [Isotonix Multitech]",0.04,0.05,0.0083,0.33,1.5,0.13,16.6,NA,NA
"3735",NA,13.3,44055289,"Ascorbic Acid 0.04 MG/MG / Beta Carotene 833 UNT/MG / Biotin 0.05 MG/MG / CHROMIUM, CHELATED 0.0083 MG/MG / Copper Gluconate 0.33 MG/MG / ferrous gluconate 1.5 MG/MG / Folic Acid 0.13 MG/MG / magnesium carbonate 16.6 MG/MG / ... [Isotonix Multitech]",0.04,0.05,0.0083,0.33,1.5,0.13,16.6,NA,NA
"3736",NA,0.13,44055289,"Ascorbic Acid 0.04 MG/MG / Beta Carotene 833 UNT/MG / Biotin 0.05 MG/MG / CHROMIUM, CHELATED 0.0083 MG/MG / Copper Gluconate 0.33 MG/MG / ferrous gluconate 1.5 MG/MG / Folic Acid 0.13 MG/MG / magnesium carbonate 16.6 MG/MG / ... [Isotonix Multitech]",0.04,0.05,0.0083,0.33,1.5,0.13,16.6,NA,NA
