"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"5273",NA,0.167,44126154,"alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"5274",NA,0.167,44126154,"alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"5275",NA,3.33,44126154,"alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"5276",NA,0.00467,44126154,"alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"5277",NA,0.00167,44126154,"alpha Tocopherol 1.67 UNT/MG / Ascorbic Acid 2.5 MG/MG / Beta Carotene 133 UNT/MG / Biotin 0.005 MG/MG / Calcium Citrate 8.33 MG/MG / Choline 0.667 MG/MG / CHROMIUM CITRATE 0.00167 MG/MG / Copper 0.0667 MG/MG / ... Oral Powder [Medipro]",2.5,0.005,8.33,0.667,0.00167,0.0667,NA,NA,NA
"5278",NA,70,44126294,"Frangula alnus bark extract 240 MG/MG / Plantago Seed 70 MG/MG / sennosides, USP 590 MG/MG Oral Powder [Arnold Ehret Herbal Laxative]",240,70,590,NA,NA,NA,NA,NA,NA
"5279",NA,240,44126294,"Frangula alnus bark extract 240 MG/MG / Plantago Seed 70 MG/MG / sennosides, USP 590 MG/MG Oral Powder [Arnold Ehret Herbal Laxative]",240,70,590,NA,NA,NA,NA,NA,NA
"5280",NA,590,44126294,"Frangula alnus bark extract 240 MG/MG / Plantago Seed 70 MG/MG / sennosides, USP 590 MG/MG Oral Powder [Arnold Ehret Herbal Laxative]",240,70,590,NA,NA,NA,NA,NA,NA
"5281",NA,0.01,44126309,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.005,NA,NA,NA,NA,NA
"5282",NA,0.005,44126309,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.005,NA,NA,NA,NA,NA
"5283",NA,25,44126309,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.005,NA,NA,NA,NA,NA
"5284",NA,10,44126309,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.005 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.005,NA,NA,NA,NA,NA
"5285",NA,889,44126889,"Sodium Ascorbate 889 MG/MG Oral Powder by Viva",889,NA,NA,NA,NA,NA,NA,NA,NA
"5286",NA,1000,44127248,"POLYETHYLENE GLYCOL 3350 1000 MG/MG Oral Powder [Lax-A-Day] by Pharmascience",1000,NA,NA,NA,NA,NA,NA,NA,NA
"5287",NA,600,44127262,"Plantago Seed 600 MG/MG Oral Powder [Natural Source Fibre Laxative] by Wes Pak",600,NA,NA,NA,NA,NA,NA,NA,NA
"5288",NA,1000,44127353,"Pancreatin 1000 MG/MG Oral Powder [Pancrex] by Paines And Byrne",1000,NA,NA,NA,NA,NA,NA,NA,NA
"5289",NA,120,44127721,"Magnesium Chloride 120 MG/MG Oral Powder by Vitavie Au Naturel",120,NA,NA,NA,NA,NA,NA,NA,NA
"5290",NA,0.0652,44128105,"Arctostaphylos uva-ursi leaf extract 250 MG/MG / Canada goldenrod pollen extract 310 MG/MG / Ilex paraguariensis leaf extract 120 MG/MG / sennosides, USP 0.0652 MG/MG Oral Solution by Lab Farex Enr",250,310,120,0.0652,NA,NA,NA,NA,NA
"5291",NA,310,44128105,"Arctostaphylos uva-ursi leaf extract 250 MG/MG / Canada goldenrod pollen extract 310 MG/MG / Ilex paraguariensis leaf extract 120 MG/MG / sennosides, USP 0.0652 MG/MG Oral Solution by Lab Farex Enr",250,310,120,0.0652,NA,NA,NA,NA,NA
"5292",NA,250,44128105,"Arctostaphylos uva-ursi leaf extract 250 MG/MG / Canada goldenrod pollen extract 310 MG/MG / Ilex paraguariensis leaf extract 120 MG/MG / sennosides, USP 0.0652 MG/MG Oral Solution by Lab Farex Enr",250,310,120,0.0652,NA,NA,NA,NA,NA
"5293",NA,120,44128105,"Arctostaphylos uva-ursi leaf extract 250 MG/MG / Canada goldenrod pollen extract 310 MG/MG / Ilex paraguariensis leaf extract 120 MG/MG / sennosides, USP 0.0652 MG/MG Oral Solution by Lab Farex Enr",250,310,120,0.0652,NA,NA,NA,NA,NA
"5294",NA,10,44128553,"Dibucaine 0.005 MG/MG / Esculin 10 MG/MG / Framycetin 10 MG/MG / Hydrocortisone 0.005 MG/MG Rectal Ointment [Proctosedyl] by Aptalis",0.005,10,10,0.005,NA,NA,NA,NA,NA
"5295",NA,0.005,44128553,"Dibucaine 0.005 MG/MG / Esculin 10 MG/MG / Framycetin 10 MG/MG / Hydrocortisone 0.005 MG/MG Rectal Ointment [Proctosedyl] by Aptalis",0.005,10,10,0.005,NA,NA,NA,NA,NA
"5296",NA,10,44128553,"Dibucaine 0.005 MG/MG / Esculin 10 MG/MG / Framycetin 10 MG/MG / Hydrocortisone 0.005 MG/MG Rectal Ointment [Proctosedyl] by Aptalis",0.005,10,10,0.005,NA,NA,NA,NA,NA
"5297",NA,0.005,44128553,"Dibucaine 0.005 MG/MG / Esculin 10 MG/MG / Framycetin 10 MG/MG / Hydrocortisone 0.005 MG/MG Rectal Ointment [Proctosedyl] by Aptalis",0.005,10,10,0.005,NA,NA,NA,NA,NA
"5298",NA,60.1,44128693,"coenzyme Q10 30 MG/MG / potassium bicarbonate 32.4 MG/MG / Riboflavin 0.9 MG/MG / Vitamin E 60.1 MG/MG Oral Powder by Market America",30,32.4,0.9,60.1,NA,NA,NA,NA,NA
"5299",NA,0.9,44128693,"coenzyme Q10 30 MG/MG / potassium bicarbonate 32.4 MG/MG / Riboflavin 0.9 MG/MG / Vitamin E 60.1 MG/MG Oral Powder by Market America",30,32.4,0.9,60.1,NA,NA,NA,NA,NA
"5300",NA,32.4,44128693,"coenzyme Q10 30 MG/MG / potassium bicarbonate 32.4 MG/MG / Riboflavin 0.9 MG/MG / Vitamin E 60.1 MG/MG Oral Powder by Market America",30,32.4,0.9,60.1,NA,NA,NA,NA,NA
"5301",NA,30,44128693,"coenzyme Q10 30 MG/MG / potassium bicarbonate 32.4 MG/MG / Riboflavin 0.9 MG/MG / Vitamin E 60.1 MG/MG Oral Powder by Market America",30,32.4,0.9,60.1,NA,NA,NA,NA,NA
"5302",NA,263,44129084,"Calcium ascorbate 76.3 MG/MG / Magnesium Ascorbate 38.1 MG/MG / manganese carbonate 0.33 MG/MG / Potassium ascorbate 263 MG/MG / zinc ascorbate 4.26 MG/MG Oral Powder by Highcrest",76.3,38.1,0.33,263,4.26,NA,NA,NA,NA
"5303",NA,4.26,44129084,"Calcium ascorbate 76.3 MG/MG / Magnesium Ascorbate 38.1 MG/MG / manganese carbonate 0.33 MG/MG / Potassium ascorbate 263 MG/MG / zinc ascorbate 4.26 MG/MG Oral Powder by Highcrest",76.3,38.1,0.33,263,4.26,NA,NA,NA,NA
"5304",NA,0.33,44129084,"Calcium ascorbate 76.3 MG/MG / Magnesium Ascorbate 38.1 MG/MG / manganese carbonate 0.33 MG/MG / Potassium ascorbate 263 MG/MG / zinc ascorbate 4.26 MG/MG Oral Powder by Highcrest",76.3,38.1,0.33,263,4.26,NA,NA,NA,NA
"5305",NA,38.1,44129084,"Calcium ascorbate 76.3 MG/MG / Magnesium Ascorbate 38.1 MG/MG / manganese carbonate 0.33 MG/MG / Potassium ascorbate 263 MG/MG / zinc ascorbate 4.26 MG/MG Oral Powder by Highcrest",76.3,38.1,0.33,263,4.26,NA,NA,NA,NA
"5306",NA,76.3,44129084,"Calcium ascorbate 76.3 MG/MG / Magnesium Ascorbate 38.1 MG/MG / manganese carbonate 0.33 MG/MG / Potassium ascorbate 263 MG/MG / zinc ascorbate 4.26 MG/MG Oral Powder by Highcrest",76.3,38.1,0.33,263,4.26,NA,NA,NA,NA
"5307",NA,1000,44129092,"Calcium ascorbate 1000 MG/MG Oral Powder by Sisu",1000,NA,NA,NA,NA,NA,NA,NA,NA
"5308",1000,4,44135633,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5309",1000,6000,44135633,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5310",1000,4,44135633,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5311",1000,2000,44135633,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5312",1000,6000,44135633,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5313",1000,2000,44135635,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5314",1000,4,44135635,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5315",1000,4,44135635,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5316",1000,6000,44135635,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5317",1000,6000,44135635,"1000 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5318",1000,50000,44135638,"1000 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5319",1000,271,44135638,"1000 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5320",1000,1,44135638,"1000 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5321",1000,712,44135638,"1000 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5322",1010,2020,44135651,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5323",1010,6060,44135651,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5324",1010,4.04,44135651,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5325",1010,4.04,44135651,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5326",1010,6060,44135651,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment",0.004,2,6,6,0.004,NA,NA,NA,NA
"5327",1010,50500,44135656,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution by Septodont",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5328",1010,274,44135656,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution by Septodont",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5329",1010,719,44135656,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution by Septodont",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5330",1010,1.01,44135656,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution by Septodont",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5331",1010,1.01,44135657,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5332",1010,274,44135657,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5333",1010,719,44135657,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5334",1010,50500,44135657,"1010 MG Camphor 0.712 MG/MG / Dexamethasone 0.001 MG/MG / parachlorophenol 0.271 MG/MG / Thymol 50 MG/MG Oral Solution",0.712,0.001,0.271,50,NA,NA,NA,NA,NA
"5335",1010,6060,44135659,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5336",1010,6060,44135659,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5337",1010,4.04,44135659,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5338",1010,2020,44135659,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5339",1010,4.04,44135659,"1010 MG Camphor 0.004 MG/MG / Chlorobutanol 2 MG/MG / Ephedrine 6 MG/MG / Eucalyptol 6 MG/MG / Menthol 0.004 MG/MG Nasal Ointment by Rougier",0.004,2,6,6,0.004,NA,NA,NA,NA
"5340",1230,25000,44135660,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea]",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5341",1230,1e+05,44135660,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea]",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5342",1230,153,44135660,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea]",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5343",1230,25000,44135661,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5344",1230,1e+05,44135661,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5345",1230,153,44135661,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5346",1230,1e+05,44135662,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea] by Metab",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5347",1230,25000,44135662,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea] by Metab",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5348",1230,153,44135662,"1230 MG Blackroot 81.3 MG/MG / sennosides, USP 0.124 MG/MG / Taraxacum officinale leaf extract 20.3 MG/MG Oral Powder [Metab Herbs Tea] by Metab",81.3,0.124,20.3,NA,NA,NA,NA,NA,NA
"5349",1250,1e+06,44135663,"1250 MG Calcium ascorbate 800 MG/MG Oral Powder [Now Ester-C]",800,NA,NA,NA,NA,NA,NA,NA,NA
"5350",1250,1e+06,44135664,"1250 MG Calcium ascorbate 800 MG/MG Oral Powder",800,NA,NA,NA,NA,NA,NA,NA,NA
"5351",1290,493000,44135667,"1290 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5352",1290,568,44135667,"1290 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5353",1290,568,44135668,"1290 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach]",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5354",1290,493000,44135668,"1290 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach]",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5355",1300,497000,44135672,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5356",1300,572,44135672,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5357",1300,572,44135673,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach]",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5358",1300,497000,44135673,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach]",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5359",1300,497000,44135674,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach] by Maizun-Calber",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5360",1300,572,44135674,"1300 MG Calcium Carbonate 382 MG/MG / Sodium Bicarbonate 0.44 MG/MG Oral Powder [Ohta'S Isan Stomach] by Maizun-Calber",382,0.44,NA,NA,NA,NA,NA,NA,NA
"5361",1490,249000,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5362",1490,19800,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5363",1490,99400,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5364",1490,198000,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5365",1490,198000,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5366",1490,198000,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5367",1490,149000,44135678,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"5368",1490,249000,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5369",1490,99400,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5370",1490,149000,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5371",1490,198000,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5372",1490,198000,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5373",1490,198000,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5374",1490,19800,44135679,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"5375",1490,994000,44135680,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate] by Seroyal",667,NA,NA,NA,NA,NA,NA,NA,NA
"5376",1490,994000,44135681,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder",667,NA,NA,NA,NA,NA,NA,NA,NA
